word,machine,human,label
crowded,cunkosu,cunkosu,NEGATIVE
deteriorate,tabarbarewa,tabarbarewa,NEGATIVE
courageously,gaba gaɗi,gaba gaɗi,POSITIVE
discouragement,karaya,karaya,NEGATIVE
rest,huta,huta,POSITIVE
downside,ƙasa,ƙasa,NEGATIVE
badass,mara kyau,banza,NEGATIVE
continue,ci gaba,ci gaba,POSITIVE
lurk,lurk,lamfo,NEGATIVE
scandels,abun kunya,yana yin abin kunya,NEGATIVE
delirious,mai ban sha'awa,mai ban sha'awa,NEGATIVE
exalt,daukaka,daukaka,POSITIVE
aunt,inna,goggo,POSITIVE
augment,ƙara,jayayya,POSITIVE
shoot,harba,harba,NEGATIVE
pugnacious,mubarak,zama cikin shiri,NEGATIVE
strong,karfi,karfi,POSITIVE
admirer,mai son,mai sha'awa,POSITIVE
lech,lech,jaraba,NEGATIVE
bureaucracy,tsarin mulki,tsarin mulki,NEGATIVE
awsome,awsome,mai ban mamaki,POSITIVE
aghast,girgiza,girgiza,NEGATIVE
laughable,dariya,abin dariya,NEGATIVE
deteriorating,tabarbarewa,tabarbarewa,NEGATIVE
unrealistic,mara gaskiya,mara gaskiya,NEGATIVE
kindliness,kirki,kirki,POSITIVE
acrobat,acrobat,wuntsula,POSITIVE
agreeable,m,yardajje,POSITIVE
snake,maciji,maciji,NEGATIVE
prohibitively,hanawa,hanawa,NEGATIVE
usher,usher,iska,POSITIVE
windfall,faduwar iska,faduwar iska,POSITIVE
unmanageable,wanda ba a iya sarrafawa,wanda ba a iya sarrafawa,NEGATIVE
dissension,rarrabuwa,rarrabuwa,NEGATIVE
amusing,m,mai ban dariya,POSITIVE
disasters,masifu,masifu,NEGATIVE
fast,azumi,azumi,POSITIVE
belie,ƙaryata,ƙaryata,NEGATIVE
sweet,mai dadi,mai dadi,POSITIVE
unconfirmed,ba a tabbatar ba,ba a tabbatar ba,NEGATIVE
pressured,matsin lamba,matsin lamba,NEGATIVE
lecturer,malami,malami,POSITIVE
frailty,rashin ƙarfi,rashin ƙarfi,NEGATIVE
unsupportive,mara tallafi,mara tallafi,NEGATIVE
unwillingness,rashin yarda,rashin yarda,NEGATIVE
deferral,jinkirtawa,jinkirtawa,NEGATIVE
crabby,kaguwa,kaguwa,NEGATIVE
fell,ya fadi,ya fadi,NEGATIVE
perishing,halaka,halaka,NEGATIVE
resourceful,m,mai amfani da yawa,POSITIVE
unavoidable,ba makawa,ba makawa,NEGATIVE
well-rounded,mai kyau,mai kyau,POSITIVE
detraction,lalatawa,lalatawa,NEGATIVE
intriguing,m,makirci,POSITIVE
unbeaten,rashin nasara,rashin nasara,NEGATIVE
slave,bawa,bawa,NEGATIVE
abhors,ƙyama,yana kyama,NEGATIVE
troubles,matsaloli,yana damuwa,NEGATIVE
smother,smother,mafi santsi,NEGATIVE
shimmeringly,shimmeringly,cikin haskawa,POSITIVE
confusions,rikicewa,rikicewa,NEGATIVE
unsecure,rashin tsaro,rashin tsaro,NEGATIVE
opponent,abokin gaba,abokin gaba,NEGATIVE
slaughtering,yanka,yanka,NEGATIVE
teens,matasa,matasa,POSITIVE
disoobedient,disoobedient,rashin biyayya,NEGATIVE
distorts,gurbata,yana gurbatawa,NEGATIVE
victims,wadanda abin ya shafa,wadanda abin ya shafa,NEGATIVE
frauds,zamba,yana zamba,NEGATIVE
unforgiving,gafartawa,ba yafiya,NEGATIVE
slog,slog,hidima,NEGATIVE
frazzle,m,mutuwar jiki,NEGATIVE
ached,ciwo,ciwo,NEGATIVE
masochism,masochism,fitar maniyi don wuya,NEGATIVE
bastion,bastion,tsari,POSITIVE
accord,yarjejeniya,yarjejeniya,POSITIVE
adulterated,zina,zina,NEGATIVE
incessant,mara yankewa,mara yankewa,NEGATIVE
spoon-feed,cokali-abinci,shagwabawa,NEGATIVE
reinforcement,ƙarfafawa,ƙarfafawa,POSITIVE
longingly,dogon buri,dogon buri,NEGATIVE
blowout,fashewa,fashewa,NEGATIVE
refused,ƙi,ƙi,NEGATIVE
glad,murna,murna,POSITIVE
sunder,sunder,raba wani abu,NEGATIVE
breakthrough,nasara,nasara,POSITIVE
greatness,girma,girma,POSITIVE
proving,tabbatar,tabbatar,POSITIVE
checkered,checkecce,wanda ake sassauyawa,NEGATIVE
guillotine,guillotine,abin sare kai,NEGATIVE
plaintiff,mai gabatar da kara,mai gabatar da kara,NEGATIVE
offence,laifi,laifi,NEGATIVE
undo,warware,warware,NEGATIVE
crouching,kwanciya,kwanciya,NEGATIVE
swankiest,swankiest,ado mai tsada matuka,POSITIVE
perverts,masu karkatarwa,ya  karkace,NEGATIVE
viciously,cikin mugunta,cikin mugunta,NEGATIVE
fed up,ƙoshi,ƙoshi,NEGATIVE
benign,m,mai Kara lafiya,POSITIVE
visitor,baƙo,baƙo,POSITIVE
slogging,,aiki tukuru,NEGATIVE
dissidence,rashin yarda,rashin yarda,NEGATIVE
pig,alade,alade,NEGATIVE
intruder,mai kutsawa,mai kutsawa,NEGATIVE
refutes,ya karyata,ya  karyara,NEGATIVE
demented,hauka,hauka,NEGATIVE
restricts,takurawa,takurawa,NEGATIVE
overstate,wuce gona da iri,wuce gona da iri,NEGATIVE
opportunistic,dama,dama,NEGATIVE
prince,yarima,yarima,POSITIVE
raptureously,fyaucewa,mai jin dadi,POSITIVE
well-bred,da kyau-bred,halin nagarta,POSITIVE
ally,abokin tarayya,abokin tarayya,POSITIVE
mocks,ba'a,yana baa,NEGATIVE
smoothness,santsi,santsi,POSITIVE
competence,iyawa,iyawa,POSITIVE
picky,karba,karba,NEGATIVE
prisoner,fursuna,fursuna,NEGATIVE
idol,gunki,gunki,POSITIVE
lags,lags,ya yi baya,NEGATIVE
obscure,m,boyayye,NEGATIVE
contention,hujja,hujja,NEGATIVE
spellbound,haruffa,dau hankali,POSITIVE
liberal,mai sassaucin ra'ayi,mai sassaucin ra'ayi,NEGATIVE
diligence,himma,himma,POSITIVE
include,hada da,hada da,POSITIVE
fresher,sabo ne,sabo ne,POSITIVE
rooted,kafe,kafe,POSITIVE
granting,bayarwa,bayarwa,POSITIVE
comical,mai ban dariya,mai ban dariya,NEGATIVE
fondly,so,so,POSITIVE
leprosy,kuturta,kuturta,NEGATIVE
forcibly,da karfi,da karfi,NEGATIVE
aspire,burin,burin,POSITIVE
appreciated,yaba,yaba,POSITIVE
audiciously,dubawa,dubawa,NEGATIVE
transcendental,mai wuce gona da iri,mai wuce gona da iri,POSITIVE
scorchingly,da zafi sosai,da zafi sosai,NEGATIVE
destabilisation,lalatawa,hargitsa,NEGATIVE
flaunt,nuna,nuna,NEGATIVE
qualms,damuwa,shakku,NEGATIVE
correct,daidai,daidai,POSITIVE
contestable,m,mai jayayya,NEGATIVE
patriot,mai kishin kasa,mai kishin kasa,POSITIVE
lawsuits,kara,kararraki,NEGATIVE
disavow,bayarda,kin yarda,NEGATIVE
replaceable,maye gurbin,maye gurbin,POSITIVE
bacteria,kwayoyin cuta,kwayoyin cuta,NEGATIVE
indecisively,mara yanke shawara,mara yanke shawara,NEGATIVE
perseverance,jajircewa,jajircewa,POSITIVE
competition,gasa,gasa,NEGATIVE
deceives,yaudara,yana yaudarar,NEGATIVE
maggot,tsutsa,tsutsa,NEGATIVE
dizzy,jiri,jiri,NEGATIVE
deplorable,abin baƙin ciki,abin baƙin ciki,NEGATIVE
interesting,mai ban sha'awa,mai ban sha'awa,POSITIVE
elusive,m,mai wuyar samu,NEGATIVE
sensibility,hankali,hankali,POSITIVE
punk,fandare,fandare,NEGATIVE
popularized,sananne,sananne,POSITIVE
opiate,opiate,shashantar da wani,NEGATIVE
spiritless,rashin ruhu,rashin ruhi,NEGATIVE
infuriatingly,cikin fushi,cikin fushi,NEGATIVE
evolution,juyin halitta,juyin halitta,POSITIVE
inconsolably,ba daɗi,ba daɗi,NEGATIVE
insociable,mai rarrabuwa,mara son cudanya,NEGATIVE
long-lasting,dadewa,dadewa,POSITIVE
malignancy,muguwar cuta,muguwar cuta,NEGATIVE
backwater,ruwan baya,ruwan baya,NEGATIVE
babbling,babbling,magana bada-bada kamar ta yara,NEGATIVE
crowning,kambi,kambi,POSITIVE
advantageous,amfani,amfani,POSITIVE
uninspired,ba a yi wahayi ba,mara ilhama,NEGATIVE
fanatic,mai tsattsauran ra'ayi,mai tsattsauran ra'ayi,NEGATIVE
acridly,acridly,halin rashin dadi,NEGATIVE
jitters,jutters,karshen jin tsoro,NEGATIVE
forgetfully,mantuwa,mantuwa,NEGATIVE
tired,gajiya,gajiya,NEGATIVE
conflictive,rikici,rikici,NEGATIVE
firmness,ƙarfi,ƙarfi,POSITIVE
exaggerating,ƙari,kambamawa,NEGATIVE
sensation,abin mamaki,abin mamaki,POSITIVE
chastising,azabtarwa,azabtarwa,NEGATIVE
noiseless,ba amo,mara amo,POSITIVE
entrusted,danƙa,danƙa,POSITIVE
impressive,ban sha'awa,ban sha'awa,POSITIVE
sketchy,zane,zane,NEGATIVE
grouse,grouse,yin korafi a fusace,NEGATIVE
advise,ba da shawara,ba da shawara,POSITIVE
slip,zamewa,zamewa,NEGATIVE
respected,girmamawa,girmamawa,POSITIVE
hoard,tarawa,tarawa,NEGATIVE
status,matsayi,matsayi,POSITIVE
enjoyably,more,more,POSITIVE
unequal,ba daidai ba,ba daidai ba,NEGATIVE
inquiry,bincike,bincike,POSITIVE
credited,aka bashi,bayarwa,POSITIVE
malodorous,malodorous,doyi,NEGATIVE
substandard,mara kyau,mara kyau,NEGATIVE
horrendous,mai ban tsoro,mai ban tsoro,NEGATIVE
dastard,dastard,kaskantaccen mutum,NEGATIVE
ponderous,mai tunani,mai tunani,NEGATIVE
flighty,mai tashi,mai tashi,NEGATIVE
villian,villian,mugu,NEGATIVE
sedentary,na zaune,na zaune,NEGATIVE
monster,dodo,dodo,NEGATIVE
promised,wa'adi,wa'adi,POSITIVE
ill-usage,rashin amfani,rashin amfani,NEGATIVE
hedonism,hedonism,neman makurar dadi,POSITIVE
blames,zargi,yana zargi,NEGATIVE
whim,kumburi,kumburi,NEGATIVE
drown,nutsar,nutsar,NEGATIVE
reassures,tabbatarwa,tabbatarwa,POSITIVE
wen,wen,kuraje,NEGATIVE
persecutes,tsananta,ya tsananta,NEGATIVE
lecher,lecher,jarababbe,NEGATIVE
sincerity,ikhlasi,ikhlasi,POSITIVE
bloodless,marasa jini,marasa jini,POSITIVE
unreasonable,m,rashin sanin ya kamata,NEGATIVE
divisive,rarrabuwa,rarrabuwa,NEGATIVE
stall,rumfa,Karamar rumfa,NEGATIVE
lividly,a bayyane,a bayyane,NEGATIVE
revile,kushe,kushe,NEGATIVE
craziness,hauka,hauka,NEGATIVE
departure,tashi,tashi,NEGATIVE
high-spirited,mai-ruhi,mai-ruhi,POSITIVE
meanness,rashin ma'ana,rashin ma'ana,NEGATIVE
dreamland,ƙasar mafarki,abin buri,POSITIVE
weatherproof,mai hana ruwa,mai hana ruwa,POSITIVE
uproariously,uproariously,cikin tashin hankali,NEGATIVE
understanding,fahimta,fahimta,POSITIVE
writhe,rubuta,rubuta,NEGATIVE
thrills,burgewa,yana burgewa,POSITIVE
progress,ci gaba,ci gaba,POSITIVE
feign,misign,nuna damuwar karya,NEGATIVE
worth-while,daraja-yayin,mai daraja,POSITIVE
snagging,kwanciya,kwanciya,NEGATIVE
depressingly,cike da damuwa,cike da damuwa,NEGATIVE
restrict,takura,takura,NEGATIVE
sinner,mai zunubi,mai zunubi,NEGATIVE
repetitive,maimaitawa,maimaitawa,NEGATIVE
grating,grating,nikawa,NEGATIVE
ailment,ciwo,ciwo,NEGATIVE
birthplace,wurin haifuwa,wurin haihuwa,NEGATIVE
fascism,fascism,tsarin mulki irin na italiya,NEGATIVE
crank,crank,mutum mai saurin fushi,NEGATIVE
resigning,yin murabus,yin murabus,NEGATIVE
assistance,taimako,taimako,POSITIVE
criminals,masu laifi,masu laifi,NEGATIVE
suspected,ake zargi,ake zargi,NEGATIVE
slanderer,mai tsegumi,mai tsegumi,NEGATIVE
mislead,yaudara,yaudara,NEGATIVE
smoker,mai shan taba,mai shan taba,NEGATIVE
buckle,daure,daure,NEGATIVE
assault,hari,hari,NEGATIVE
undependability,rashin dogara,rashin dogara,NEGATIVE
unloved,ba'a kaunarsa,ba'a kaunarsa,NEGATIVE
inclusive,kunshi,kunshi,POSITIVE
melodramatically,karin bayani,karin bayani,NEGATIVE
word,kalma,kalma,POSITIVE
compensatory,diyya,diyya,POSITIVE
dominate,mamaye,mamaye,POSITIVE
daughter,'ya,'ya,POSITIVE
impunity,rashin hukunci,rashin hukunci,NEGATIVE
working,aiki,aiki,POSITIVE
fatcats,kitse,mashahuran masu kudi,NEGATIVE
reproductive,haihuwa,haihuwa,POSITIVE
flimsy,maras rauni,maras rauni,NEGATIVE
beleaguer,beleaguer,mai jawo matsala,NEGATIVE
offending,laifi,laifi,NEGATIVE
inflation,hauhawar farashin kaya,hauhawar farashin kaya,NEGATIVE
stolen,sata,na sata,NEGATIVE
expelled,kora,kora,NEGATIVE
fleeting,mai sauri,mai sauri,NEGATIVE
focus,mayar da hankali,mayar da hankali,POSITIVE
rehabilitate,gyara,gyara,POSITIVE
united,gama kai,gama kai,POSITIVE
bayonet,bayonet,kaifi,NEGATIVE
debase,lalata,lalata,NEGATIVE
unwashed,ba a wanke ba,maras wanki,NEGATIVE
cutthroat,ɗan katako,ɗan katako,NEGATIVE
anemic,karancin jini,karancin jini,NEGATIVE
deploring,turawa,turawa,NEGATIVE
inaccurately,ba daidai ba,ba daidai ba,NEGATIVE
dishonesty,rashin gaskiya,rashin gaskiya,NEGATIVE
robs,fashi,yana fashi,NEGATIVE
swift,sauri,sauri,POSITIVE
amend,gyara,gyara,POSITIVE
deform,nakasa,nakasa,NEGATIVE
dismay,firgita,firgita,NEGATIVE
fusty,jaura,jaura,NEGATIVE
justifiable,mai gaskiya,mai gaskiya,POSITIVE
startle,firgita,firgita,NEGATIVE
bemused,yi dariya,yi dariya,NEGATIVE
intoxicated,maye,maye,NEGATIVE
vociferously,ameeeera,mai kurzanta ra'a yi,NEGATIVE
intelligence,hankali,hankali,POSITIVE
misfit,rashin dacewa,rashin dacewa,NEGATIVE
attractively,na jan hankali,na jan hankali,POSITIVE
land,ƙasa,ƙasa,POSITIVE
tiringly,tirjiya,tirjiya,NEGATIVE
traditional,na gargajiya,na gargajiya,POSITIVE
pretend,riya,riya,NEGATIVE
actual,ainihin,ainihin,POSITIVE
luscious,,mai dadi sosai,POSITIVE
smilingly,yana murmushi,yana murmushi,POSITIVE
publicist,mai talla,mai talla,NEGATIVE
promoting,inganta,inganta,POSITIVE
conspicuously,a bayyane,a bayyane,NEGATIVE
audacious,m,sakarci,NEGATIVE
excessively,wuce gona da iri,wuce gona da iri,NEGATIVE
personages,kulawa,kulawa,POSITIVE
jutter,tsutsa,tsutsa,NEGATIVE
warranty,garanti,garanti,POSITIVE
thinner,siriri,siriri,POSITIVE
cynicism,zagi,zagi,NEGATIVE
inaccessible,m,mara samuwa,NEGATIVE
promise,alƙawari,alƙawari,POSITIVE
turmoil,hargitsi,hargitsi,NEGATIVE
repulsing,sakewa,sakewa,NEGATIVE
academy,ilimi,ilimi,POSITIVE
excellence,kyau,kyau,POSITIVE
choppy,sarari,sarari,NEGATIVE
prodigiously,zakaria,cikin girma,POSITIVE
manslaughter,kisan kai,kisan kai,NEGATIVE
powerful,mai iko,mai iko,POSITIVE
indoctrinating,indoctrinating,canjin ra'ayi,NEGATIVE
excise,excise,haraji,NEGATIVE
thoughtful,mai tunani,mai tunani,POSITIVE
smartest,mafi wayo,wayo sosai,POSITIVE
quiver,kwari,kwari,NEGATIVE
goo,goo,ruwan danko,NEGATIVE
miraculously,ta hanyar mu'ujiza,ta hanyar mu'ujiza,POSITIVE
untie,kwance,kwance,POSITIVE
astringent,astringent,maganin da ke kyafar da fata ko rauni,NEGATIVE
frazzled,frazzled,mutuwar jiki,NEGATIVE
spirit,ruhu,ruhu,POSITIVE
savior,mai ceto,mai ceto,POSITIVE
ennui,ennui,damuwa,NEGATIVE
cracked,fashe,fashe,NEGATIVE
recreation,nishaɗi,nishaɗi,POSITIVE
battle,yaƙi,yaƙi,NEGATIVE
discolored,canza launi,rashin canjin launi,NEGATIVE
resurgent,sake farfadowa,sake farfadowa,NEGATIVE
supurbly,urbarin bayani,urbarin bayani,POSITIVE
rival,kishiya,kishiya,NEGATIVE
energetic,mai kuzari,mai kuzari,POSITIVE
humiliated,wulakantacce,wulakantacce,NEGATIVE
squeak,kururuwa,kururuwa,NEGATIVE
agonising,azaba,azabtarwa,NEGATIVE
fiery,na wuta,mai saurin fushi,POSITIVE
nicer,mafi kyau,mafi kyau,POSITIVE
relieve,taimaka,taimaka,POSITIVE
infuriating,tsokana,tsokana,NEGATIVE
maliciously,da qeta,yin mugunta,NEGATIVE
naively,wauta,wauta,NEGATIVE
offensive,m,na laifi,NEGATIVE
garrison,gardi,gardi,POSITIVE
illogically,illogically,cikin rashin azanci,NEGATIVE
self-confident,yarda da kai,yarda da kai,POSITIVE
tempered,fushi,fushi,POSITIVE
dissention,rashin yarda,rashin yarda,NEGATIVE
exemplary,abin misali,abin misali,POSITIVE
hotcake,hotcake,mai kasuwa,POSITIVE
cove,rufewa,rufewa,POSITIVE
oppressors,azzalumai,azzalumai,NEGATIVE
sidetracked,karkace,karkace,NEGATIVE
postponing,jinkirtawa,jinkirtawa,NEGATIVE
classy,mai aji,mai aji,POSITIVE
self-interested,son kai,son kai,NEGATIVE
brutal,m,mugunta,NEGATIVE
ass,jaki,duwawu,NEGATIVE
overpriced,farashi mai tsada,farashi mai tsada,NEGATIVE
insufferable,wanda ba zai yiwu ba,wanda ba zai yiwu ba,NEGATIVE
impoverish,talauta,talauta,NEGATIVE
protest,rashin amincewa,rashin amincewa,NEGATIVE
crazier,mahaukaci,mahaukaci,NEGATIVE
blot,goge,goge,NEGATIVE
disguised,sake kama,bad-da-bami,NEGATIVE
enterprising,shagala,iyawa,POSITIVE
mud,laka,laka,NEGATIVE
premises,wuri,wuri,POSITIVE
exposed,fallasa,fallasa,NEGATIVE
accueil,accueil,marhabun,POSITIVE
knife,wuka,wuka,NEGATIVE
aggravates,tsanantawa,yana tsanantawa,NEGATIVE
anti,anti,akasin,NEGATIVE
kaput,kaput,mara amfani,NEGATIVE
problems,matsaloli,matsaloli,NEGATIVE
relieved,sami sauki,sami sauki,POSITIVE
restless,m,mara hutu,NEGATIVE
overtaxed,karin haraji,karin haraji,NEGATIVE
complicit,wahalad da,wahalad da,NEGATIVE
intermittent,katsewa,katsewa,NEGATIVE
lawyer,lauya,lauya,NEGATIVE
richness,arziki,arziki,POSITIVE
demanded,nema,nema,NEGATIVE
unprepared,ba shiri,ba shiri,NEGATIVE
weird,m,m,NEGATIVE
absent-minded,ba-shiryayye,ba-shiryayye,NEGATIVE
mispronounced,mispronounced,tunruben harshe,NEGATIVE
decline,ƙi,ƙi,NEGATIVE
corruptted,lalatacce,lalatacce,NEGATIVE
obsession,,shagala,POSITIVE
shameless,mara kunya,mara kunya,NEGATIVE
aggrieved,damuwa,damuwa,NEGATIVE
pertussis,pertussis,mugun tari,NEGATIVE
desire,so,so,POSITIVE
rein,sake,sake,NEGATIVE
grudging,grudging,mai sakin rai,NEGATIVE
expulsion,fitarwa,fitarwa,NEGATIVE
unfortunately,rashin alheri,rashin alheri,NEGATIVE
futility,banza,banza,NEGATIVE
object,abu,abu,NEGATIVE
clown,wawa,cali-cali,POSITIVE
seditious,tayar da hankali,tayar da hankali,NEGATIVE
fav,fav,zababben,POSITIVE
methanol,methanol,sinadarin guba,NEGATIVE
confirmed,tabbatar,tabbatar,POSITIVE
hiss,karasowa,tsaki,NEGATIVE
obese,kiba,kiba,NEGATIVE
importance,muhimmanci,muhimmanci,POSITIVE
jocular,jocular,mai barkwanci,POSITIVE
prosecutes,gabatar da kara,gabatar da kara,NEGATIVE
ballad,Ballad,wakar labari,POSITIVE
inimitable,m,sosa zuciya,POSITIVE
immune,rigakafi,garkuwar jiki,POSITIVE
protests,zanga-zangar,yana zanga-zanga,NEGATIVE
squabbling,jayayya,jayayya,NEGATIVE
lousy,lousy,mara kyau,NEGATIVE
expired,ya ƙare,ya ƙare,NEGATIVE
complicate,rikitarwa,rikitarwa,NEGATIVE
opulent,wadata,wadata,POSITIVE
unscrupulously,maras hankali,maras hankali,NEGATIVE
shelved,a ajiye,a ajiye,NEGATIVE
sonar,sonar,magwajin zurfin ruwa,POSITIVE
tidy,shirya,shirya,POSITIVE
lunaticism,mahaukaci,mahaukaci,NEGATIVE
weep,yi kuka,yi kuka,NEGATIVE
jumpy,tsalle,tsalle,NEGATIVE
porno,batsa,batsa,NEGATIVE
alleviate,sauƙaƙe,sauƙaƙe,POSITIVE
unnatural,m,gangan,NEGATIVE
riotous,rudani,rudani,NEGATIVE
alimony,alimony,kudin sakin aure,NEGATIVE
melancholy,nishadi,nishadi,NEGATIVE
optimal,mafi kyau duka,mafi kyau duka,POSITIVE
disappears,vuya,yana buya,NEGATIVE
ambition,buri,buri,POSITIVE
cuddle,rungume,rungume,POSITIVE
corporeal,jiki,abinda zaa iya gani a taba,POSITIVE
adaptable,wanda aka daidaita,wanda aka daidaita,POSITIVE
mum,uwa,uwa,NEGATIVE
alluring,alluring,kakkarfan mai jan hankali,POSITIVE
immodest,rashin ladabi,rashin ladabi,NEGATIVE
guarantee,garanti,tabbaci,POSITIVE
earn,sami,sami,POSITIVE
symbolic,na alama,na alama,POSITIVE
pains,zafi,yana jin ciwo,NEGATIVE
droopy,droopy,mara karfin guiwa,NEGATIVE
earnestly,da ƙwazo,da ƙwazo,POSITIVE
louder,da ƙarfi,da ƙarfi,NEGATIVE
strict,tsaurara,tsaurara,NEGATIVE
futile,aikin banza,aikin banza,NEGATIVE
degenerate,degenerate,raguwa,NEGATIVE
warning,gargadi,yin gargadi,NEGATIVE
poison,guba,guba,NEGATIVE
ineptitude,rashin fahimta,rashin fahimta,NEGATIVE
rencontre,recontre,haduwa,NEGATIVE
fighting,fada,fada,NEGATIVE
patent,patent,hujja,POSITIVE
limitation,iyakancewa,iyakancewa,NEGATIVE
greed,kwadayi,hadama,NEGATIVE
misfortune,masifa,rashin saa,NEGATIVE
torturously,azaba,azaba,NEGATIVE
affinity,dangantaka,dangantaka,POSITIVE
forbearance,haƙuri,haƙuri,POSITIVE
downhill,gangarowa,gangarowa,NEGATIVE
questioning,tambaya,abin tambaya,NEGATIVE
adamantly,tsayayye,tsayayye,NEGATIVE
delusions,yaudara,yana yaudara,NEGATIVE
boo,boo,kin yarda,NEGATIVE
equality,daidaito,daidaito,POSITIVE
cruel,mugunta,mugu,NEGATIVE
distrustful,amana,mara amana,NEGATIVE
vent,iska,iska,NEGATIVE
freaking,freaking,Jan hankali,NEGATIVE
solidity,ƙarfi,ƙarfi,POSITIVE
develop,ci gaba,ci gaba,POSITIVE
fantastic,dama,mai kyau,POSITIVE
discards,yarwa,yana watsarwa,NEGATIVE
scars,tabo,tabo,NEGATIVE
manhood,namiji,mazakuta,POSITIVE
laughably,dariya,cikin dariya,NEGATIVE
lair,lair,makwancin namun daji,NEGATIVE
fastidiously,da sauri,da sauri,NEGATIVE
fervor,himma,himma,POSITIVE
scrumptious,m,mai dadin dandano,POSITIVE
exploiting,amfani,yin danniya,NEGATIVE
lackey,lackey,yaron gida,NEGATIVE
concordance,concordance,dacewa,POSITIVE
dispersion,watsawa,watsawa,NEGATIVE
novelty,sabon abu,sabon abu,POSITIVE
thriving,ci gaba,ci gaba,POSITIVE
earnest,da gaske,da gaske,POSITIVE
avidly,avidly,matukar so,POSITIVE
remake,sake gyara,sake gyara,POSITIVE
impressively,burgewa,burgewa,POSITIVE
incrimination,cin zarafi,cin zarafi,NEGATIVE
trig,jawo,jawo,POSITIVE
duke,sarki,sarki,POSITIVE
clever,wayo,wayo,POSITIVE
duet,duet,gasar waka ta mutum biyu,POSITIVE
tempt,riya,riya,POSITIVE
sanctify,tsarkake,tsarkake,POSITIVE
bugging,bugging,addaba,NEGATIVE
unintelligible,rashin fahimta,rashin fahimta,NEGATIVE
ogre,ogre,dodo,NEGATIVE
diplomatic,diflomasiyya,diflomasiyya,POSITIVE
chivalry,chivalry,yin bajinta ga mata,POSITIVE
antisocial,mai son zaman jama'a,mai kin cudanya da jama'a,NEGATIVE
pomp,fom,biki,NEGATIVE
inalienable,wanda ba a iya raba shi,wanda ba a iya raba shi,POSITIVE
uproarously,uproarously,tashin hankali,NEGATIVE
grin,murmushi,murmushi,POSITIVE
diseased,mai ciwo,mai cutarwa,NEGATIVE
whimper,waswasi,waswasi,NEGATIVE
money,kudi,kudi,POSITIVE
terrifically,mai ban tsoro,mai ban tsoro,POSITIVE
domination,mamayewa,mamayewa,NEGATIVE
compatibility,karfinsu,tausayawa,POSITIVE
guiltily,laifi,laifi,NEGATIVE
prate,,sambatu,NEGATIVE
doddering,doddering,tafiya a hankali saboda tsufa,NEGATIVE
raked,raked,kartawa,NEGATIVE
snub,yi kururuwa,yi kururuwa,NEGATIVE
angelic,mala'iku,na Mala'iku,POSITIVE
readable,wanda za'a iya karantawa,wanda za'a iya karantawa,POSITIVE
dole,dole,tallafawa raunana,NEGATIVE
smudges,smudges,Ya bata,NEGATIVE
slay,kashe,kashe,NEGATIVE
foulness,rashin hankali,rashin hankali,NEGATIVE
hallmark,alama,alama,POSITIVE
rile,rile,fusatarwa,NEGATIVE
discombobulate,discombobulate,mara mai da hankali,NEGATIVE
discontinuous,katsewa,katsewa,NEGATIVE
stereotyped,sananna,sananna,NEGATIVE
criticisms,zargi,zargi,NEGATIVE
bristle,bristle,mai yawan gashi,NEGATIVE
republic,jamhuriya,jamhuriya,NEGATIVE
dignity,mutunci,mutunci,POSITIVE
exciting,m,sa farin ciki,POSITIVE
muzzle,butulci,butulci,NEGATIVE
heyday,rana,rana,POSITIVE
menses,haila,haila,POSITIVE
singleminded,mara hankali,mara hankali,NEGATIVE
shepherd,makiyayi,makiyayi,POSITIVE
halfway,rabiway,rabin hanya,NEGATIVE
magnanimously,magnanancin,mai girma,POSITIVE
crook,dan damfara,dan damfara,NEGATIVE
crippled,gurgu,gurgu,NEGATIVE
yeees,santa,santa,POSITIVE
crime,laifi,laifi,NEGATIVE
nausea,tashin zuciya,tashin zuciya,NEGATIVE
reverend,girmama,girmama,POSITIVE
dehumanize,dehumanize,zub da mutunci,NEGATIVE
mistified,bata gari,bata gari,NEGATIVE
doom,halaka,halaka,NEGATIVE
affirmatively,tabbatacce,tabbatacce,POSITIVE
segregated,wariya,wariya,NEGATIVE
peeve,peeve,cusgunawa,NEGATIVE
problematic,matsala,matsala,NEGATIVE
lonely,kadaici,kadaici,NEGATIVE
retrograde,retrograde,koma-baya,NEGATIVE
explosion,fashewa,fashewa,NEGATIVE
pernicious,lalatattu,lalatattu,NEGATIVE
haughtily,girman kai,girman kai,NEGATIVE
stunningly,da ban mamaki,da ban mamaki,POSITIVE
diligently,himma,himma,POSITIVE
valiant,gwarzo,gwarzo,POSITIVE
redress,gyarawa,gyarawa,POSITIVE
miscreants,miscreants,masu laifi,NEGATIVE
bamboozle,bamboozle,damfara,NEGATIVE
thug,dan daba,dan daba,NEGATIVE
fatality,mutuwa,mutuwa,NEGATIVE
extraordinary,na ban mamaki,na ban mamaki,POSITIVE
radon,radon,sinadarin gas mai cutarwa,NEGATIVE
materialist,mai son abin duniya,mai son abin duniya,NEGATIVE
luminous,luminous,mai haskakawa,POSITIVE
alarming,firgita,firgita,NEGATIVE
interior,ciki,ciki,POSITIVE
endow,ba da,ba da,POSITIVE
maddeningly,maddeningly,a haukace,NEGATIVE
defile,ƙazantu,lalata,NEGATIVE
retreated,ja da baya,ja da baya,NEGATIVE
synergistic,synergistic,gamayya,POSITIVE
